checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment,installment_rate,sex,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
>200,72,critical,radio_tv,3867,<100,>7yr,4,female,none,3,car,38,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,business,1799,unknown,unemployed,3,male,none,2,savings_insurance,58,none,own,2,highly_skilled,1,yes,yes,good
0_to_200,48,critical,car_new,5222,<100,>7yr,2,male,none,3,savings_insurance,23,none,rent,1,skilled,1,no,yes,bad
0_to_200,18,delayed,furniture,525,>1000,1_to_4yr,4,female,none,4,car,44,none,own,3,unskilled_res,2,no,yes,good
<0,18,existing_paid,education,2886,unknown,<1yr,2,male,none,4,real_estate,32,none,own,1,skilled,1,yes,yes,bad
no_checking,24,all_paid,car_new,9719,<100,<1yr,3,male,none,3,real_estate,39,stores,own,2,highly_skilled,1,yes,yes,good
no_checking,36,existing_paid,car_new,2637,<100,1_to_4yr,3,male,none,3,real_estate,44,none,own,1,unskilled_res,2,no,yes,good
no_checking,36,critical,other,2319,500_to_1000,1_to_4yr,1,male,none,2,real_estate,45,none,free,3,skilled,1,no,yes,good
<0,18,existing_paid,car_used,1822,100_to_500,1_to_4yr,2,female,none,2,real_estate,31,none,free,1,skilled,1,no,no,bad
<0,12,critical,other,439,<100,<1yr,2,male,none,3,savings_insurance,34,none,rent,3,unskilled_res,1,no,yes,good
<0,24,critical,car_new,6124,unknown,>7yr,4,male,none,3,car,39,bank,free,3,skilled,1,no,yes,bad
>200,12,existing_paid,furniture,1043,<100,>7yr,4,male,none,4,car,33,none,own,1,skilled,1,no,yes,good
0_to_200,24,critical,radio_tv,2847,<100,>7yr,2,male,none,3,car,53,bank,own,2,skilled,1,no,yes,good
no_checking,36,existing_paid,radio_tv,442,<100,1_to_4yr,4,male,none,3,car,41,none,rent,4,skilled,1,yes,no,good
no_checking,36,existing_paid,radio_tv,625,unknown,1_to_4yr,1,male,none,3,savings_insurance,44,bank,own,1,skilled,2,no,yes,good
<0,36,existing_paid,radio_tv,6578,unknown,<1yr,3,male,none,4,unknown,43,none,own,1,highly_skilled,2,yes,yes,good
no_checking,48,critical,business,1322,<100,<1yr,1,female,none,3,savings_insurance,46,none,rent,1,skilled,2,yes,no,good
0_to_200,24,no_credits,car_used,6687,<100,1_to_4yr,4,male,none,3,savings_insurance,37,none,own,1,skilled,1,no,yes,good
<0,36,delayed,furniture,1685,100_to_500,4_to_7yr,4,male,none,2,savings_insurance,21,bank,own,1,skilled,1,no,yes,good
<0,24,existing_paid,car_new,344,unknown,4_to_7yr,4,male,none,4,real_estate,40,none,rent,1,unskilled_res,1,yes,yes,good
0_to_200,12,delayed,radio_tv,4035,<100,4_to_7yr,4,male,none,1,unknown,28,bank,rent,1,skilled,1,yes,yes,good
0_to_200,6,existing_paid,car_used,1063,>1000,1_to_4yr,3,male,none,4,real_estate,30,stores,own,1,skilled,2,no,yes,good
no_checking,18,existing_paid,furniture,3390,<100,1_to_4yr,4,male,none,3,savings_insurance,42,bank,rent,1,unskilled_res,1,no,yes,good
0_to_200,24,delayed,furniture,1849,<100,4_to_7yr,4,male,none,3,savings_insurance,49,none,own,3,skilled,2,no,yes,good
<0,24,critical,car_new,450,<100,1_to_4yr,4,male,none,3,real_estate,36,none,own,2,unskilled_res,1,no,yes,good
no_checking,48,delayed,car_new,2096,<100,<1yr,3,male,none,3,real_estate,39,none,rent,1,skilled,2,yes,yes,good
no_checking,12,existing_paid,radio_tv,13050,<100,1_to_4yr,1,female,none,1,real_estate,24,none,rent,2,skilled,2,yes,yes,good
<0,12,existing_paid,furniture,2817,<100,1_to_4yr,3,male,none,4,savings_insurance,38,stores,own,2,highly_skilled,1,yes,yes,good
no_checking,60,critical,business,1716,100_to_500,<1yr,1,male,none,3,car,64,none,own,3,unskilled_res,1,yes,yes,good
no_checking,12,existing_paid,radio_tv,4759,<100,>7yr,3,male,none,2,savings_insurance,42,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,car_new,2185,<100,>7yr,3,female,guarantor,2,real_estate,47,bank,own,1,unskilled_res,1,yes,yes,bad
0_to_200,24,existing_paid,radio_tv,2183,<100,<1yr,3,male,none,3,car,44,none,own,3,skilled,1,yes,yes,good
no_checking,24,critical,car_new,676,<100,<1yr,1,male,none,3,unknown,40,none,own,3,skilled,1,no,yes,good
no_checking,12,existing_paid,radio_tv,2231,unknown,4_to_7yr,2,female,none,3,real_estate,37,none,own,2,skilled,2,no,yes,good
0_to_200,12,delayed,other,4591,<100,<1yr,3,female,none,3,real_estate,37,none,own,2,skilled,1,no,yes,bad
no_checking,12,existing_paid,radio_tv,851,<100,1_to_4yr,4,female,none,3,unknown,33,none,own,1,highly_skilled,1,no,yes,bad
>200,24,existing_paid,radio_tv,6516,<100,<1yr,3,male,none,4,real_estate,22,none,rent,1,unskilled_res,1,yes,yes,good
<0,24,existing_paid,car_used,1664,<100,<1yr,3,male,none,3,car,33,none,own,1,skilled,1,no,yes,bad
no_checking,12,all_paid,furniture,813,<100,>7yr,4,male,none,4,real_estate,26,stores,own,1,skilled,1,yes,yes,good
no_checking,24,all_paid,business,4437,>1000,>7yr,3,female,none,2,unknown,41,none,rent,2,skilled,1,no,yes,good
no_checking,48,critical,car_new,1396,<100,<1yr,2,male,none,3,unknown,42,bank,free,1,unskilled_res,1,no,yes,good
no_checking,6,all_paid,car_used,3581,<100,1_to_4yr,3,male,none,2,car,54,bank,own,1,skilled,1,no,yes,good
no_checking,24,critical,furniture,1390,100_to_500,<1yr,2,male,none,3,savings_insurance,40,none,own,3,skilled,1,no,yes,good
<0,36,critical,radio_tv,1713,<100,<1yr,4,female,none,4,savings_insurance,39,none,free,1,skilled,1,no,yes,good
no_checking,18,existing_paid,furniture,2819,<100,>7yr,1,male,none,1,real_estate,40,none,own,4,skilled,1,no,yes,good
<0,18,existing_paid,business,2349,unknown,4_to_7yr,3,male,guarantor,1,unknown,49,none,free,4,skilled,1,yes,yes,good
<0,24,existing_paid,car_new,300,<100,1_to_4yr,1,male,none,4,unknown,29,bank,own,1,unskilled_res,1,no,no,good
no_checking,48,existing_paid,furniture,659,<100,>7yr,2,male,none,2,savings_insurance,34,none,own,1,unskilled_res,2,yes,yes,good
no_checking,48,all_paid,radio_tv,4173,>1000,>7yr,4,male,none,3,car,36,none,own,1,highly_skilled,1,no,yes,bad
no_checking,24,critical,car_new,1605,<100,>7yr,2,male,none,3,real_estate,27,none,free,1,highly_skilled,1,yes,yes,good
no_checking,36,critical,radio_tv,1128,500_to_1000,unemployed,1,male,none,4,savings_insurance,43,none,rent,1,skilled,1,yes,yes,good
0_to_200,24,all_paid,car_new,532,<100,<1yr,3,male,none,2,car,34,bank,own,1,skilled,1,no,yes,good
no_checking,24,critical,car_new,684,<100,4_to_7yr,1,male,none,2,savings_insurance,40,none,own,4,highly_skilled,2,yes,yes,good
0_to_200,24,existing_paid,car_new,293,<100,1_to_4yr,1,male,none,3,savings_insurance,26,none,own,1,skilled,1,no,yes,good
<0,12,existing_paid,business,1650,100_to_500,>7yr,4,male,none,4,real_estate,31,none,own,2,skilled,1,yes,yes,good
<0,36,existing_paid,radio_tv,1055,500_to_1000,4_to_7yr,4,male,none,3,car,43,none,rent,1,skilled,1,no,yes,good
<0,24,existing_paid,education,757,unknown,>7yr,4,male,none,2,unknown,31,stores,own,1,skilled,1,no,yes,good
0_to_200,24,critical,furniture,1700,<100,<1yr,4,male,none,3,unknown,54,stores,rent,3,skilled,1,no,yes,good
no_checking,60,existing_paid,radio_tv,2508,<100,>7yr,4,male,none,4,car,31,none,own,1,unskilled_res,1,yes,yes,good
no_checking,6,critical,furniture,11895,unknown,1_to_4yr,1,male,none,4,car,38,stores,rent,1,skilled,1,yes,yes,bad
<0,18,existing_paid,retraining,463,<100,>7yr,4,female,none,4,real_estate,41,none,free,2,skilled,1,no,yes,good
no_checking,12,critical,radio_tv,5132,100_to_500,<1yr,4,male,none,1,unknown,20,none,own,2,highly_skilled,1,yes,no,good
<0,36,existing_paid,radio_tv,4340,<100,1_to_4yr,4,female,none,2,car,32,none,own,2,skilled,1,yes,yes,good
<0,36,existing_paid,car_new,896,<100,>7yr,3,male,none,3,car,19,none,own,1,skilled,1,no,yes,bad
<0,18,all_paid,radio_tv,2170,<100,1_to_4yr,2,male,none,4,car,49,none,own,1,unskilled_res,1,no,yes,good
<0,36,existing_paid,furniture,1197,<100,1_to_4yr,4,female,none,2,car,32,none,own,3,unskilled_res,1,yes,yes,good
<0,24,existing_paid,business,2136,unknown,>7yr,4,male,none,2,real_estate,64,none,own,3,skilled,1,yes,yes,bad
0_to_200,36,all_paid,car_used,7031,<100,1_to_4yr,4,male,none,4,real_estate,29,none,rent,1,skilled,1,yes,yes,good
0_to_200,24,existing_paid,car_used,3118,100_to_500,4_to_7yr,2,male,none,1,car,38,none,own,2,skilled,1,no,yes,good
<0,24,existing_paid,furniture,2857,<100,unemployed,2,male,none,3,unknown,52,none,free,1,unskilled_nonres,1,yes,yes,good
0_to_200,60,existing_paid,car_used,1227,unknown,>7yr,2,female,none,3,car,41,none,rent,1,highly_skilled,1,no,yes,bad
0_to_200,18,existing_paid,car_new,475,<100,4_to_7yr,4,female,none,3,savings_insurance,30,bank,rent,1,skilled,2,yes,yes,bad
<0,12,existing_paid,business,1498,unknown,1_to_4yr,2,female,guarantor,4,savings_insurance,30,none,own,1,skilled,1,yes,yes,good
<0,24,critical,radio_tv,5355,<100,unemployed,1,male,none,3,car,47,none,own,1,skilled,1,no,yes,good
0_to_200,60,existing_paid,business,457,<100,4_to_7yr,4,female,none,3,car,36,bank,own,1,unskilled_res,1,yes,yes,good
<0,24,existing_paid,education,699,unknown,unemployed,1,female,none,3,car,38,none,own,1,skilled,2,no,yes,good
no_checking,12,all_paid,car_used,2025,100_to_500,unemployed,4,male,none,3,savings_insurance,29,none,own,2,skilled,1,no,yes,good
0_to_200,18,existing_paid,radio_tv,745,<100,4_to_7yr,3,male,none,3,unknown,26,none,rent,2,skilled,2,yes,yes,good
no_checking,24,existing_paid,car_new,886,<100,<1yr,4,female,none,2,car,26,none,own,2,skilled,2,no,yes,bad
0_to_200,12,existing_paid,business,1234,>1000,<1yr,3,male,none,1,car,34,none,own,3,unskilled_res,1,yes,yes,bad
0_to_200,36,existing_paid,furniture,528,unknown,4_to_7yr,4,female,none,2,real_estate,24,none,rent,1,skilled,2,yes,yes,bad
>200,72,existing_paid,furniture,752,500_to_1000,unemployed,4,male,none,2,savings_insurance,43,none,own,1,highly_skilled,1,yes,yes,good
no_checking,24,all_paid,car_used,3405,unknown,1_to_4yr,1,female,none,3,car,45,stores,own,2,unskilled_res,1,no,yes,good
<0,24,all_paid,furniture,557,<100,<1yr,1,male,none,4,real_estate,36,none,free,1,skilled,1,yes,yes,good
<0,24,existing_paid,car_used,429,100_to_500,4_to_7yr,2,male,none,4,car,52,none,own,1,highly_skilled,1,no,yes,good
no_checking,12,critical,furniture,1025,500_to_1000,4_to_7yr,4,male,none,4,savings_insurance,23,bank,own,1,skilled,1,no,yes,good
no_checking,48,existing_paid,education,3493,<100,4_to_7yr,4,female,none,3,car,38,none,own,3,skilled,1,yes,yes,good
<0,24,all_paid,education,1514,<100,1_to_4yr,3,male,none,3,savings_insurance,28,bank,rent,1,skilled,1,no,yes,good
<0,24,delayed,car_used,1190,<100,<1yr,3,male,none,3,real_estate,19,none,own,3,skilled,1,no,yes,bad
no_checking,36,existing_paid,furniture,1881,100_to_500,<1yr,2,male,none,2,unknown,35,none,own,1,skilled,1,no,yes,good
<0,24,existing_paid,business,375,unknown,1_to_4yr,4,female,guarantor,1,car,36,bank,own,2,skilled,1,no,yes,good
0_to_200,24,existing_paid,car_new,2822,100_to_500,>7yr,4,male,none,3,real_estate,52,none,own,2,unskilled_res,1,no,yes,good
0_to_200,12,no_credits,business,2553,<100,<1yr,2,female,none,4,real_estate,19,bank,own,2,skilled,1,yes,yes,good
0_to_200,48,existing_paid,car_new,1250,<100,1_to_4yr,3,male,none,2,unknown,24,none,own,1,skilled,1,no,yes,good
<0,60,existing_paid,radio_tv,4470,<100,<1yr,1,male,none,1,real_estate,56,none,own,1,skilled,1,no,yes,good
>200,24,existing_paid,radio_tv,655,<100,4_to_7yr,3,male,none,4,car,49,none,own,2,skilled,1,no,yes,bad
0_to_200,60,existing_paid,radio_tv,4989,>1000,4_to_7yr,3,male,none,2,savings_insurance,42,bank,own,1,skilled,1,no,yes,good
no_checking,12,existing_paid,business,2077,<100,4_to_7yr,1,female,none,4,unknown,36,none,own,1,unskilled_res,1,no,yes,good
no_checking,24,existing_paid,car_new,1335,>1000,>7yr,3,male,none,4,car,25,none,own,1,skilled,2,no,yes,good
<0,24,existing_paid,furniture,1775,<100,1_to_4yr,2,male,none,4,car,31,none,own,3,skilled,1,no,yes,good
<0,24,critical,radio_tv,1641,<100,<1yr,3,female,none,3,real_estate,37,none,own,1,skilled,2,yes,yes,good
<0,24,existing_paid,education,5422,100_to_500,1_to_4yr,3,male,none,3,car,56,bank,free,2,unskilled_res,1,no,yes,good
<0,18,existing_paid,car_new,686,<100,4_to_7yr,1,male,none,3,savings_insurance,52,none,rent,1,unskilled_res,1,yes,yes,bad
0_to_200,12,all_paid,education,910,<100,4_to_7yr,4,female,none,3,unknown,53,none,own,1,skilled,1,no,yes,bad
<0,24,critical,furniture,4594,<100,1_to_4yr,4,male,guarantor,3,savings_insurance,23,none,own,2,skilled,1,yes,yes,good
no_checking,12,delayed,car_new,1057,100_to_500,4_to_7yr,3,male,none,2,car,37,none,own,1,highly_skilled,1,yes,yes,good
0_to_200,36,critical,radio_tv,4066,100_to_500,4_to_7yr,1,female,none,3,real_estate,23,none,own,1,highly_skilled,1,yes,yes,good
no_checking,12,existing_paid,car_new,8345,unknown,>7yr,4,male,none,3,car,39,bank,own,2,highly_skilled,1,no,yes,good
>200,12,no_credits,radio_tv,1259,100_to_500,4_to_7yr,4,male,co-applicant,4,savings_insurance,34,bank,own,2,highly_skilled,1,yes,yes,good
no_checking,24,existing_paid,car_new,3338,<100,>7yr,2,male,none,4,savings_insurance,30,bank,free,1,skilled,1,no,yes,good
>200,24,existing_paid,furniture,640,<100,1_to_4yr,2,female,none,3,real_estate,30,bank,own,3,unskilled_res,1,yes,yes,bad
no_checking,48,existing_paid,radio_tv,3566,100_to_500,4_to_7yr,2,male,none,2,real_estate,41,none,own,2,skilled,1,no,yes,good
no_checking,24,critical,radio_tv,2163,<100,>7yr,3,male,none,4,real_estate,30,none,rent,3,unskilled_res,1,yes,yes,good
no_checking,18,existing_paid,furniture,2767,100_to_500,1_to_4yr,2,female,none,3,savings_insurance,20,none,own,1,skilled,1,yes,yes,bad
0_to_200,48,existing_paid,furniture,1011,<100,>7yr,3,female,none,4,unknown,33,none,own,1,skilled,1,no,yes,bad
0_to_200,24,existing_paid,car_new,405,unknown,4_to_7yr,4,male,none,4,savings_insurance,35,none,rent,3,skilled,1,no,yes,good
<0,12,existing_paid,furniture,2843,<100,unemployed,3,male,none,1,car,55,none,rent,3,skilled,2,yes,yes,good
0_to_200,24,existing_paid,other,282,unknown,4_to_7yr,3,male,none,4,real_estate,54,none,free,1,unskilled_res,1,no,yes,bad
<0,60,existing_paid,business,1358,<100,<1yr,3,female,none,1,car,29,none,own,1,skilled,1,no,yes,good
<0,24,all_paid,car_new,4217,<100,>7yr,3,male,none,3,savings_insurance,29,none,own,1,highly_skilled,1,yes,yes,good
0_to_200,18,no_credits,car_new,2148,<100,>7yr,1,male,none,3,unknown,41,stores,rent,1,skilled,1,yes,no,good
no_checking,12,existing_paid,business,10441,unknown,<1yr,1,female,none,2,car,19,bank,own,1,highly_skilled,1,no,yes,bad
no_checking,12,critical,radio_tv,4548,<100,<1yr,4,female,none,4,savings_insurance,27,none,rent,1,unskilled_res,1,yes,yes,bad
0_to_200,24,existing_paid,radio_tv,1003,100_to_500,4_to_7yr,1,male,none,1,car,44,none,own,2,unskilled_res,1,no,yes,good
0_to_200,24,existing_paid,radio_tv,1853,unknown,1_to_4yr,4,female,none,2,real_estate,53,none,own,1,skilled,1,no,yes,bad
>200,12,critical,car_used,1732,<100,unemployed,4,male,none,3,car,34,none,rent,2,skilled,1,no,yes,bad
0_to_200,60,critical,furniture,435,500_to_1000,1_to_4yr,2,female,none,4,real_estate,19,none,own,1,skilled,1,no,yes,bad
no_checking,36,critical,other,775,<100,1_to_4yr,3,male,none,4,savings_insurance,26,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,radio_tv,1091,100_to_500,<1yr,3,male,none,4,real_estate,26,none,own,1,skilled,1,yes,yes,good
<0,48,existing_paid,car_new,289,unknown,>7yr,4,female,none,3,car,24,none,own,1,highly_skilled,1,no,yes,bad
>200,12,delayed,car_new,1887,<100,>7yr,4,male,none,3,savings_insurance,40,stores,own,2,skilled,1,no,yes,good
<0,24,critical,car_new,1444,500_to_1000,>7yr,4,male,none,1,car,46,none,own,3,unskilled_res,1,yes,yes,good
<0,24,existing_paid,radio_tv,401,<100,>7yr,1,female,none,2,car,33,stores,own,1,skilled,1,no,yes,bad
<0,48,delayed,car_used,2601,<100,<1yr,4,female,none,3,real_estate,36,none,free,1,unskilled_res,2,yes,yes,good
no_checking,36,critical,car_new,3443,<100,1_to_4yr,3,male,none,3,car,33,none,own,1,skilled,1,yes,yes,bad
no_checking,18,existing_paid,retraining,2217,<100,<1yr,3,female,none,3,car,22,none,rent,3,unskilled_res,1,no,yes,good
0_to_200,60,existing_paid,car_new,1350,unknown,>7yr,1,male,none,4,unknown,27,none,own,2,skilled,1,no,yes,good
0_to_200,12,delayed,car_new,3078,100_to_500,>7yr,2,male,none,3,car,19,none,own,1,unskilled_res,1,no,yes,good
no_checking,48,existing_paid,car_used,3334,<100,4_to_7yr,4,male,none,1,car,45,none,own,2,unskilled_res,1,yes,no,good
0_to_200,72,critical,car_used,2384,<100,>7yr,3,male,none,2,car,44,none,free,2,skilled,1,no,yes,good
<0,12,existing_paid,furniture,860,500_to_1000,4_to_7yr,2,female,none,4,real_estate,28,none,rent,1,skilled,1,yes,no,bad
<0,36,critical,business,2319,<100,1_to_4yr,3,male,none,4,real_estate,36,none,free,1,skilled,1,no,yes,good
no_checking,6,critical,business,5302,<100,1_to_4yr,4,male,none,4,real_estate,41,none,own,3,skilled,1,no,yes,good
0_to_200,24,existing_paid,furniture,1056,100_to_500,<1yr,4,male,none,2,savings_insurance,19,bank,own,2,unskilled_res,1,no,yes,good
0_to_200,24,existing_paid,furniture,11945,100_to_500,unemployed,2,female,co-applicant,4,savings_insurance,30,stores,rent,1,skilled,1,no,yes,good
<0,24,critical,radio_tv,1126,<100,4_to_7yr,1,male,none,2,unknown,44,none,rent,1,unskilled_res,1,no,yes,good
<0,60,critical,car_used,1861,unknown,1_to_4yr,2,male,none,1,savings_insurance,22,none,rent,1,skilled,1,no,yes,good
no_checking,36,existing_paid,car_new,987,<100,1_to_4yr,4,male,none,4,car,39,none,own,1,skilled,1,no,yes,good
<0,24,existing_paid,business,2210,<100,1_to_4yr,3,male,none,2,car,21,none,rent,2,unskilled_res,1,no,yes,bad
no_checking,48,delayed,car_new,376,<100,1_to_4yr,3,male,none,3,real_estate,41,none,own,1,skilled,1,no,yes,good
no_checking,60,existing_paid,car_new,1106,100_to_500,1_to_4yr,3,female,none,2,real_estate,21,none,own,2,highly_skilled,1,no,no,bad
0_to_200,6,critical,furniture,676,>1000,1_to_4yr,3,female,none,3,car,47,none,own,2,skilled,1,no,yes,bad
0_to_200,72,existing_paid,furniture,2042,100_to_500,1_to_4yr,4,male,none,4,car,48,none,own,1,skilled,1,yes,yes,bad
<0,12,critical,car_new,4424,<100,>7yr,3,female,none,2,unknown,35,none,free,1,skilled,1,yes,yes,good
no_checking,48,existing_paid,car_new,3233,100_to_500,1_to_4yr,1,female,none,3,savings_insurance,50,none,rent,1,unskilled_res,1,no,no,good
<0,18,critical,furniture,250,<100,4_to_7yr,1,female,none,2,unknown,36,bank,free,2,skilled,1,no,yes,good
0_to_200,12,existing_paid,radio_tv,11360,unknown,>7yr,3,male,none,3,savings_insurance,48,stores,own,1,skilled,1,no,no,bad
0_to_200,24,existing_paid,car_new,2358,unknown,>7yr,4,male,co-applicant,2,car,24,none,own,2,skilled,1,yes,yes,good
0_to_200,24,existing_paid,furniture,898,<100,>7yr,2,male,none,2,car,36,none,own,3,skilled,1,yes,yes,good
<0,24,critical,radio_tv,2082,500_to_1000,1_to_4yr,4,male,co-applicant,2,real_estate,40,none,own,1,skilled,1,no,yes,good
0_to_200,12,delayed,business,2118,<100,unemployed,4,female,none,2,real_estate,26,none,rent,3,skilled,1,no,yes,good
no_checking,24,existing_paid,car_used,992,<100,1_to_4yr,2,female,none,4,real_estate,19,none,own,4,skilled,2,yes,yes,good
no_checking,60,delayed,car_new,2160,>1000,1_to_4yr,1,female,none,3,savings_insurance,30,none,own,1,skilled,1,no,yes,good
no_checking,24,existing_paid,furniture,1046,unknown,>7yr,1,male,none,2,car,26,none,own,1,highly_skilled,2,no,yes,good
<0,12,delayed,radio_tv,1256,100_to_500,4_to_7yr,4,male,none,3,real_estate,36,bank,rent,3,skilled,2,yes,yes,good
0_to_200,24,existing_paid,car_new,974,<100,<1yr,2,female,none,2,car,45,none,own,3,skilled,1,yes,yes,good
0_to_200,6,existing_paid,furniture,497,unknown,<1yr,3,female,co-applicant,4,savings_insurance,28,none,own,1,skilled,2,yes,yes,good
no_checking,48,no_credits,car_new,2061,500_to_1000,<1yr,3,male,none,4,car,40,none,free,1,highly_skilled,1,yes,yes,good
no_checking,48,critical,car_new,3061,unknown,4_to_7yr,4,female,none,3,car,33,none,own,1,skilled,1,no,yes,bad
no_checking,24,critical,furniture,2873,<100,4_to_7yr,1,female,none,4,car,41,none,rent,4,skilled,1,yes,yes,good
no_checking,24,existing_paid,car_used,3781,<100,>7yr,3,male,none,3,car,24,none,own,1,skilled,1,yes,yes,bad
<0,36,all_paid,business,2420,unknown,>7yr,3,male,none,2,savings_insurance,42,none,own,1,skilled,1,no,yes,good
0_to_200,24,no_credits,radio_tv,1119,unknown,<1yr,3,male,none,3,car,58,none,rent,2,skilled,1,no,yes,bad
>200,48,existing_paid,furniture,3849,unknown,1_to_4yr,4,male,guarantor,3,real_estate,36,none,own,1,skilled,1,no,yes,good
<0,24,existing_paid,furniture,532,unknown,1_to_4yr,2,male,none,3,savings_insurance,27,bank,own,2,skilled,1,yes,yes,good
0_to_200,36,existing_paid,furniture,803,<100,1_to_4yr,4,female,none,4,real_estate,19,none,own,1,skilled,1,no,yes,good
<0,24,existing_paid,car_new,759,<100,>7yr,4,male,none,3,car,51,none,own,2,highly_skilled,2,no,yes,good
no_checking,24,existing_paid,business,4779,<100,4_to_7yr,3,male,guarantor,4,car,28,none,own,1,highly_skilled,1,no,yes,good
<0,60,existing_paid,other,4223,<100,4_to_7yr,4,male,none,4,car,27,none,own,2,unskilled_res,1,no,yes,good
<0,24,existing_paid,car_new,2803,500_to_1000,1_to_4yr,3,male,co-applicant,3,savings_insurance,30,none,rent,2,skilled,1,no,yes,good
0_to_200,24,existing_paid,car_new,4744,500_to_1000,unemployed,1,female,none,3,real_estate,31,none,free,1,skilled,1,no,yes,bad
no_checking,12,existing_paid,car_new,819,<100,<1yr,4,male,none,2,unknown,37,none,own,1,highly_skilled,1,no,no,good
no_checking,24,existing_paid,radio_tv,2474,500_to_1000,1_to_4yr,3,male,none,4,savings_insurance,53,none,own,1,skilled,1,yes,yes,good
no_checking,24,existing_paid,radio_tv,1615,<100,4_to_7yr,3,female,none,3,savings_insurance,41,bank,own,1,skilled,1,yes,yes,good
>200,12,existing_paid,business,3874,<100,<1yr,2,male,none,1,car,33,none,own,2,unskilled_res,1,yes,yes,good
<0,12,critical,radio_tv,1629,<100,4_to_7yr,4,male,none,2,real_estate,32,none,own,2,skilled,2,yes,yes,bad
0_to_200,24,critical,furniture,1278,<100,>7yr,3,male,none,3,real_estate,19,none,own,1,unskilled_res,1,yes,yes,good
0_to_200,36,existing_paid,radio_tv,2941,<100,1_to_4yr,1,male,none,1,savings_insurance,45,none,own,2,skilled,1,no,yes,good
no_checking,24,existing_paid,radio_tv,3978,<100,4_to_7yr,3,male,none,1,real_estate,35,bank,own,2,skilled,1,yes,yes,bad
<0,12,critical,radio_tv,990,>1000,1_to_4yr,4,male,none,3,real_estate,34,none,own,2,skilled,1,no,yes,good
0_to_200,36,existing_paid,furniture,1711,100_to_500,4_to_7yr,4,male,none,2,unknown,71,none,free,1,skilled,1,no,yes,good
<0,12,delayed,radio_tv,697,<100,>7yr,3,female,none,3,car,25,bank,free,1,highly_skilled,1,yes,yes,bad
>200,24,critical,radio_tv,250,<100,>7yr,4,male,none,2,savings_insurance,27,bank,own,1,skilled,1,no,yes,good
no_checking,12,no_credits,radio_tv,2165,<100,1_to_4yr,2,male,none,2,car,31,stores,free,1,skilled,1,yes,yes,good
no_checking,12,existing_paid,radio_tv,3127,unknown,1_to_4yr,3,male,none,3,unknown,48,none,own,1,highly_skilled,1,no,yes,bad
0_to_200,12,critical,radio_tv,2288,<100,<1yr,4,male,none,3,real_estate,37,bank,rent,1,skilled,1,no,no,bad
0_to_200,24,existing_paid,radio_tv,312,<100,<1yr,4,male,none,2,car,20,none,own,1,skilled,1,yes,yes,good
>200,12,delayed,radio_tv,1318,unknown,4_to_7yr,4,male,none,2,car,46,bank,rent,2,unskilled_res,1,no,yes,good
0_to_200,24,no_credits,radio_tv,250,100_to_500,>7yr,4,female,none,3,real_estate,47,none,own,1,unskilled_res,1,no,yes,good
>200,24,delayed,furniture,6202,<100,1_to_4yr,1,male,none,1,savings_insurance,56,none,own,1,unskilled_res,1,yes,yes,good
0_to_200,24,critical,car_used,680,<100,<1yr,4,male,none,2,savings_insurance,47,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,car_new,5596,unknown,1_to_4yr,2,male,guarantor,1,car,31,none,own,1,skilled,1,no,yes,good
<0,48,existing_paid,radio_tv,4235,unknown,1_to_4yr,2,female,none,4,real_estate,39,stores,own,1,skilled,1,yes,yes,bad
no_checking,12,critical,radio_tv,803,500_to_1000,1_to_4yr,2,male,none,4,car,36,none,own,1,skilled,1,no,yes,bad
>200,24,existing_paid,other,652,<100,1_to_4yr,3,male,none,4,car,45,none,rent,1,skilled,1,yes,yes,good
<0,12,critical,furniture,2478,>1000,4_to_7yr,2,male,none,4,savings_insurance,41,bank,own,1,skilled,2,no,yes,good
<0,12,all_paid,furniture,845,>1000,unemployed,2,female,none,3,car,37,none,own,1,highly_skilled,1,yes,yes,good
<0,24,critical,car_new,1982,<100,1_to_4yr,1,male,none,3,car,28,none,own,1,skilled,1,no,yes,good
<0,24,all_paid,car_new,1170,<100,>7yr,2,female,guarantor,3,savings_insurance,36,stores,rent,3,skilled,1,no,yes,good
<0,48,existing_paid,radio_tv,363,100_to_500,1_to_4yr,3,male,none,1,unknown,32,none,rent,1,skilled,1,yes,no,bad
no_checking,24,existing_paid,car_used,250,>1000,4_to_7yr,3,male,co-applicant,3,real_estate,31,none,free,1,unskilled_res,1,yes,yes,good
0_to_200,60,no_credits,radio_tv,2217,<100,4_to_7yr,2,male,none,4,real_estate,25,stores,own,1,skilled,1,yes,yes,bad
<0,6,no_credits,radio_tv,1090,100_to_500,4_to_7yr,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,no,yes,good
<0,12,existing_paid,furniture,1099,100_to_500,1_to_4yr,4,male,none,3,car,58,none,own,1,skilled,1,yes,yes,good
no_checking,6,critical,business,3382,<100,1_to_4yr,4,male,none,2,car,24,none,own,1,skilled,1,no,yes,good
